2025-08-12 21:21:32,060 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:21:32,061 | WARNING | Sleep for 4.966432 seconds and try again... (tryings = 38, bot id = 8358973050)
2025-08-12 21:21:42,320 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:21:42,321 | WARNING | Sleep for 5.007324 seconds and try again... (tryings = 39, bot id = 8358973050)
2025-08-12 21:21:52,918 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:21:52,919 | WARNING | Sleep for 4.960435 seconds and try again... (tryings = 40, bot id = 8358973050)
2025-08-12 21:22:03,046 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:22:03,047 | WARNING | Sleep for 4.940540 seconds and try again... (tryings = 41, bot id = 8358973050)
2025-08-12 21:22:13,242 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:22:13,243 | WARNING | Sleep for 4.978554 seconds and try again... (tryings = 42, bot id = 8358973050)
2025-08-12 21:22:23,550 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:22:23,551 | WARNING | Sleep for 5.156200 seconds and try again... (tryings = 43, bot id = 8358973050)
2025-08-12 21:22:34,048 | ERROR | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-08-12 21:22:34,048 | WARNING | Sleep for 5.060165 seconds and try again... (tryings = 44, bot id = 8358973050)
2025-08-12 21:22:49,293 | INFO | Connection established (tryings = 45, bot id = 8358973050)
2025-08-12 21:25:21,872 | INFO | Ярослав 1040206021: Пупкин Василий -> Pupkin Vasilii
2025-08-12 21:25:22,943 | INFO | Update id=793178725 is handled. Duration 1071 ms by bot id=8358973050
2025-08-12 21:45:07,626 | WARNING | Received SIGINT signal
2025-08-12 21:45:07,626 | INFO | Polling stopped for bot @transliteration_molloko_bot id=8358973050 - 'транслитерация'
2025-08-12 21:45:07,627 | INFO | Polling stopped
2025-08-12 21:47:58,154 | INFO | Bot is starting
2025-08-12 21:47:58,154 | INFO | Start polling
2025-08-12 21:47:59,036 | INFO | Run polling for bot @transliteration_molloko_bot id=8358973050 - 'транслитерация'
2025-08-12 21:47:59,239 | INFO | Ярослав 1040206021: привет -> privet
2025-08-12 21:48:00,228 | INFO | Update id=793178726 is handled. Duration 989 ms by bot id=8358973050
2025-08-12 21:48:16,825 | INFO | Ярослав 1040206021 запустил бота
2025-08-12 21:48:17,374 | INFO | Update id=793178727 is handled. Duration 551 ms by bot id=8358973050
2025-08-12 21:48:29,720 | INFO | Ярослав 1040206021: Привет -> Privet
2025-08-12 21:48:29,997 | INFO | Update id=793178728 is handled. Duration 277 ms by bot id=8358973050
2025-08-12 21:48:46,647 | INFO | Ярослав 1040206021: Ясенев Эдуард -> IAsenev Eduard
2025-08-12 21:48:46,946 | INFO | Update id=793178729 is handled. Duration 299 ms by bot id=8358973050
2025-08-12 22:00:20,884 | ERROR | Failed to fetch updates - TelegramNetworkError: HTTP Client says - Request timeout error
2025-08-12 22:00:20,886 | WARNING | Sleep for 1.000000 seconds and try again... (tryings = 0, bot id = 8358973050)
2025-08-12 22:00:32,150 | INFO | Connection established (tryings = 1, bot id = 8358973050)
2025-08-12 22:07:42,601 | WARNING | Received SIGINT signal
2025-08-12 22:07:42,603 | INFO | Polling stopped for bot @transliteration_molloko_bot id=8358973050 - 'транслитерация'
2025-08-12 22:07:42,603 | INFO | Polling stopped
